id,features
3787,"[-0.8118598461151123, 0.31308114528656006, 1.364766240119934, -0.8973864912986755, 0.9619560241699219, -0.6468632817268372, -0.7371573448181152, 1.4410998821258545, 0.8750557899475098, 0.4818621277809143]"
3827,"[-1.0682156085968018, -1.4037041664123535, 1.6890350580215454, 2.134171962738037, -1.307382583618164, 1.7889442443847656, 1.3695378303527832, 0.2164306938648224, 0.881012499332428, -0.31833210587501526]"
3857,"[0.2728528082370758, -0.23691843450069427, -1.0687141418457031, 0.008111962117254734, -0.19669967889785767, -1.1837745904922485, 0.15274348855018616, 0.11699048429727554, -0.3963964283466339, -0.1302918940782547]"
3877,"[0.9356134533882141, 0.3244115710258484, 0.4933508634567261, -0.7962649464607239, 0.18743297457695007, 0.1825738400220871, 0.8306481838226318, -0.0017262459732592106, 1.0946377515792847, 0.8999471664428711]"
3897,"[-0.33623164892196655, 1.6392077207565308, -2.9582817554473877, -0.10826624184846878, 0.4403849244117737, 0.522769570350647, 0.02771531604230404, 0.3884771764278412, 2.132983446121216, 0.26496991515159607]"
3917,"[-1.0163460969924927, -1.7230820655822754, 0.033016104251146317, -0.6826172471046448, 0.9850775599479675, -0.24085822701454163, 1.0116583108901978, -1.1289052963256836, 0.9591726660728455, -1.0428181886672974]"
3927,"[-0.5639696717262268, 0.0038650138303637505, -1.5558621883392334, -1.8903635740280151, -0.05789150297641754, 1.627650260925293, -0.620650053024292, 0.34696081280708313, 0.5781034231185913, -1.9936556816101074]"
3937,"[0.23744480311870575, -1.7215105295181274, -0.3990413248538971, -0.1664959341287613, -0.6014127135276794, -1.1358556747436523, 0.28502511978149414, 1.608270287513733, 0.24715442955493927, -0.5559932589530945]"
3957,"[1.152862787246704, -0.8042014241218567, 0.6869487166404724, 0.7921198606491089, -0.30542755126953125, -0.11907380819320679, 0.6989651322364807, -0.23003022372722626, -0.9293283224105835, 1.6352938413619995]"
3967,"[1.2692086696624756, -0.8020315766334534, -3.2894999980926514, -2.836022138595581, 0.09038909524679184, 0.43184560537338257, 0.32848498225212097, -0.7097532749176025, -1.0451422929763794, -1.184874415397644]"
3977,"[0.49373412132263184, -0.23668283224105835, 0.4016262888908386, -0.3144715428352356, 0.7489250302314758, 0.7647498846054077, 2.0480895042419434, 1.8927299976348877, -0.6084038615226746, -0.22554956376552582]"
3987,"[-0.46384549140930176, 0.7400010228157043, 0.1558130383491516, 0.40496113896369934, 0.3267332911491394, 0.10310088098049164, 0.6882280707359314, -0.1788996160030365, -1.1430202722549438, 0.20823918282985687]"
3997,"[1.0142377614974976, -0.16023196280002594, 1.436586618423462, -0.588215172290802, -0.8437944054603577, -0.5037940740585327, 1.5195575952529907, 0.17748594284057617, 1.1275802850723267, 1.0893460512161255]"
4007,"[-0.7449254393577576, 0.5362197160720825, -0.25680387020111084, 1.103158950805664, 0.5178362131118774, 3.183079957962036, 0.7449319362640381, 0.14324404299259186, -0.8015620112419128, -0.6157202124595642]"
4017,"[-0.7718718647956848, 0.9382129311561584, -0.22186650335788727, -0.9259772896766663, -0.30288395285606384, -1.6997458934783936, -0.8193732500076294, 0.30234408378601074, 0.16937531530857086, -0.2273751050233841]"
4027,"[1.3839157819747925, 0.4614928364753723, 0.525841474533081, -1.3901722431182861, -1.8223172426223755, 0.33051344752311707, -0.9451318383216858, 1.7769758701324463, -0.9516786336898804, -0.4608358144760132]"
4047,"[1.4360830783843994, 0.30932626128196716, 0.6424294710159302, 0.41545790433883667, -1.1376850605010986, -1.7539445161819458, 0.901893138885498, 1.729845404624939, 0.45921996235847473, -0.08794178068637848]"
4067,"[3.0702219009399414, -1.166284203529358, 0.5499305129051208, -0.3659835755825043, -0.23288299143314362, 2.4592978954315186, 0.24339032173156738, -0.1465667486190796, -0.9041212797164917, -0.1365141123533249]"
4077,"[-1.2356996536254883, 0.1152653694152832, -0.2566690146923065, -1.2424904108047485, -1.487751841545105, 1.1603034734725952, 0.6206111311912537, -1.1044498682022095, -1.2993526458740234, 0.13658443093299866]"
4117,"[0.16855187714099884, 2.8052914142608643, 0.24473921954631805, 0.0472458191215992, -0.18579557538032532, -1.893502950668335, -1.4276615381240845, -0.27314332127571106, -0.6024148464202881, -0.29376503825187683]"
4167,"[-1.5867173671722412, 0.3230781853199005, -1.3240628242492676, -0.4743565618991852, -1.6861839294433594, -0.7402631044387817, 1.0055694580078125, 0.46134790778160095, -1.2042676210403442, -0.6628600358963013]"
4197,"[-0.9493110179901123, -0.17025704681873322, -0.6053348779678345, -1.1351202726364136, 1.1579289436340332, -0.23374402523040771, -2.065147876739502, -0.9846888780593872, -0.7708578109741211, 1.029759407043457]"
4207,"[-0.1753372848033905, 0.04521103575825691, 0.03984362259507179, 0.1702239066362381, 0.6258751749992371, -0.051656804978847504, -0.22223341464996338, 0.5863479375839233, -0.7324298024177551, 0.42928043007850647]"
4217,"[1.347105860710144, 1.3453779220581055, 0.5431032180786133, 0.541088879108429, 1.1737662553787231, 0.9112032651901245, 0.1985744833946228, -0.6635667681694031, -0.15946026146411896, -1.2088128328323364]"
4247,"[1.2174314260482788, 1.5520449876785278, -0.06599505990743637, -0.6452621817588806, 0.06371402740478516, 0.5797005891799927, -0.7293274998664856, 0.018024791032075882, -0.44523704051971436, -1.607258915901184]"
4277,"[-0.3782482445240021, 0.036951836198568344, 0.10220884531736374, 0.18484005331993103, -0.13411132991313934, -0.32076364755630493, 0.2726477384567261, -0.06784111261367798, 0.01563560962677002, -0.017477532848715782]"
4317,"[1.3293352127075195, -0.30169495940208435, -0.7878310680389404, 0.32010743021965027, -0.012783910147845745, 0.42181915044784546, 0.037683241069316864, 0.20396144688129425, 0.31204167008399963, 0.39175280928611755]"
4327,"[0.5514024496078491, 1.755578637123108, 1.7396044731140137, -1.15987229347229, 0.15178388357162476, 2.8044180870056152, 0.210584357380867, -1.0348045825958252, 0.25285786390304565, 0.13322073221206665]"
4367,"[-0.8445596098899841, -0.4837501645088196, 0.5575000643730164, 1.7741082906723022, -2.575674295425415, 0.03584642708301544, 0.7761116027832031, 1.9810913801193237, 0.4988718032836914, -0.40124043822288513]"
4407,"[0.3270818889141083, -1.1776913404464722, 1.6403162479400635, -0.6118738055229187, -1.098440408706665, 2.200437307357788, 0.41372206807136536, 0.22488923370838165, -0.29630333185195923, -0.2214178591966629]"
4437,"[1.7772259712219238, -0.7738346457481384, 0.18911439180374146, 0.49901872873306274, 1.1630690097808838, 0.40320149064064026, -2.402453660964966, -0.11119494587182999, 0.17838618159294128, 0.4614986777305603]"
4447,"[0.5836859941482544, -0.45791491866111755, 0.10438486188650131, -3.3332908153533936, 1.1824673414230347, -1.281801700592041, 0.5839939117431641, -0.8445056676864624, -0.5527918934822083, -0.5517243146896362]"
4467,"[-0.6813169717788696, 1.2345927953720093, 0.8245111703872681, 3.1211884021759033, -1.8323795795440674, 0.3801533579826355, -1.093526840209961, 1.0488994121551514, 0.23499278724193573, 0.00978822447359562]"
4477,"[0.35628125071525574, 0.25384458899497986, -0.23582977056503296, -0.26458975672721863, -0.7286462187767029, -0.2997208833694458, -1.7421653270721436, -0.12287258356809616, 0.7859141230583191, 0.01828019507229328]"
4487,"[-0.99729323387146, 1.5727618932724, -0.20028072595596313, 1.1750965118408203, -0.4013020992279053, 1.7206283807754517, -0.5488092303276062, 0.7595483064651489, -0.7934623956680298, -0.6272357702255249]"
4517,"[-0.8385542631149292, 0.419342577457428, 1.8165051937103271, -0.4442097544670105, 0.3613550364971161, 0.1871625781059265, 0.8593316078186035, 0.6506197452545166, 0.6733148097991943, -0.27993735671043396]"
4527,"[1.7659170627593994, 0.24772654473781586, 0.7676647305488586, 0.9272079467773438, 1.595711588859558, 0.5195198655128479, -0.8024643659591675, 0.8183680176734924, -0.7709155678749084, 1.2314949035644531]"
4577,"[-0.49288493394851685, 1.501857876777649, 0.6963180303573608, 1.1674466133117676, 0.15753203630447388, 1.12577486038208, 3.01054310798645, 1.074743390083313, -0.5427370071411133, -0.09788825362920761]"
4587,"[1.68293035030365, 0.08622372895479202, -0.7527793049812317, -0.15932002663612366, 1.8551944494247437, -0.6643022298812866, 0.1409732550382614, 0.2738216519355774, 0.2924268841743469, -0.6954103112220764]"
4677,"[-0.5885050296783447, 1.6852995157241821, 0.33349087834358215, -0.4526790976524353, 0.32912716269493103, -0.5048897862434387, 1.521364688873291, 0.20908792316913605, 0.09314195811748505, 0.04717983677983284]"
4727,"[0.17215710878372192, 1.4538614749908447, -0.5218034386634827, 0.3727062940597534, 0.2017245888710022, -1.6979798078536987, -1.3190101385116577, -1.9771630764007568, -0.36480221152305603, 0.7647519111633301]"
4737,"[0.08459332585334778, -0.24834537506103516, 2.355768918991089, 0.5667986273765564, 0.38439422845840454, -0.26010558009147644, 1.0648194551467896, -0.2044372409582138, -0.8053765296936035, -0.6800119876861572]"
4757,"[-0.34812894463539124, -0.6630347967147827, 0.7654247879981995, -0.4933766722679138, -1.4226313829421997, -1.2431049346923828, 0.760683536529541, -1.9721972942352295, 0.7869725823402405, -0.03391212970018387]"
4847,"[-0.23903638124465942, -0.4559929668903351, 0.20632320642471313, 0.2309512048959732, -1.521946668624878, -0.30876630544662476, -0.18370552361011505, -0.2860618233680725, 0.08748167008161545, -0.16752593219280243]"
4857,"[-1.5810719728469849, 0.4893033504486084, -2.2684075832366943, 1.249197244644165, 0.7956270575523376, -3.0831024646759033, 0.19142894446849823, -0.2770523130893707, 0.6840085387229919, 0.2006210833787918]"
4867,"[-1.1848061084747314, -1.0543076992034912, -0.14613811671733856, -1.4672223329544067, -0.6922914981842041, 1.2702664136886597, -0.30984577536582947, 1.5790258646011353, 0.166707843542099, 1.2805250883102417]"
4887,"[-1.0065724849700928, 0.43076515197753906, 0.25231993198394775, 0.030776899307966232, 1.422742486000061, 2.0261998176574707, 0.4761385917663574, 1.1671899557113647, -1.1632344722747803, 0.45678311586380005]"
4957,"[-0.8662484884262085, 0.6008634567260742, -0.22073021531105042, 2.139662742614746, -0.22030672430992126, 1.6099165678024292, 0.09597813338041306, -0.320245623588562, -0.3461984395980835, -0.22201433777809143]"
4967,"[0.6801149249076843, -0.5824918150901794, -0.8595728278160095, 2.083209276199341, 1.4678235054016113, 0.4062787890434265, -0.9319478869438171, 0.8985587358474731, 0.35599133372306824, -0.9310771226882935]"
5017,"[-1.1594704389572144, 2.2676801681518555, -0.828158438205719, -0.6321987509727478, -1.605869174003601, 0.6147811412811279, 0.36912107467651367, -1.6501868963241577, 0.22505652904510498, -2.0439960956573486]"
5047,"[0.36260733008384705, 0.31709080934524536, -0.11524894833564758, -0.09697524458169937, -0.8711807131767273, 0.4583257734775543, -0.08417555689811707, -0.3607788681983948, 0.033760860562324524, 0.6675383448600769]"
5117,"[0.4901762306690216, -1.306029200553894, 0.5230118036270142, -0.13956861197948456, -0.3760860562324524, -0.8137183785438538, -1.1395297050476074, -1.3107097148895264, 0.28101474046707153, -0.14035512506961823]"
5147,"[0.26699939370155334, -0.6197134256362915, 0.336763471364975, -0.35308700799942017, -1.7612937688827515, -0.9963506460189819, -1.938119649887085, -1.7155672311782837, -0.8107608556747437, -0.43590185046195984]"
5177,"[-0.3055891990661621, -0.3094748258590698, -0.2606448233127594, -0.1691041737794876, 0.5578761100769043, -0.35466912388801575, 3.4688711166381836, 0.36182284355163574, 0.6665646433830261, -1.0314112901687622]"
5237,"[-0.21676956117153168, 1.5496277809143066, -0.06325997412204742, -0.5379301309585571, 0.4092801511287689, 0.08658395707607269, 0.6125593185424805, 1.1630622148513794, 0.35954225063323975, -0.2616962194442749]"
5247,"[1.0114476680755615, -0.8215877413749695, -0.5074421763420105, -1.3883854150772095, 0.6776145100593567, 0.25296464562416077, 0.7351489663124084, 1.9345451593399048, 0.19602526724338531, -1.763439655303955]"
5267,"[2.894706964492798, 0.34653908014297485, 0.7611220479011536, 1.2093650102615356, 2.6040775775909424, -0.531011164188385, -0.9632223844528198, 0.5532078742980957, 1.0899113416671753, -0.06497394293546677]"
5297,"[-0.9088727235794067, 2.052520990371704, 0.34161680936813354, 0.5529314875602722, 1.3410686254501343, -0.7207412719726562, 0.9074263572692871, -0.12745380401611328, 0.148359477519989, 1.4928759336471558]"
5307,"[-0.37894776463508606, -0.6321220397949219, -0.41495856642723083, -0.14862774312496185, -0.5415407419204712, 0.20544478297233582, 0.12709322571754456, 0.2524380683898926, -0.02499173767864704, -0.2772962749004364]"
5327,"[2.272880792617798, 0.5655478835105896, 0.8381853103637695, -0.5398856997489929, 1.888906717300415, -1.7155389785766602, -1.4295469522476196, -0.9423222541809082, -0.15716992318630219, -1.1117156744003296]"
5377,"[-2.480968952178955, -2.998616933822632, 0.3757403790950775, -0.18976150453090668, -1.4472018480300903, 0.41976746916770935, 1.3634116649627686, 0.22509576380252838, 0.049779318273067474, 0.11961792409420013]"
5387,"[-0.0010175129864364862, -0.46718543767929077, 0.48195260763168335, -0.2377469539642334, 0.5430303812026978, 0.4346615970134735, -0.07347700744867325, -0.4884919226169586, 0.8925589919090271, 0.9733208417892456]"
5417,"[-0.28741708397865295, -0.44159558415412903, -1.8900337219238281, 0.726807177066803, -0.39127621054649353, 0.4293735921382904, 0.9266969561576843, 0.45873138308525085, 2.164560317993164, 0.63209468126297]"
5437,"[-0.9241728782653809, -1.2209537029266357, -0.8740501403808594, -0.7379271984100342, -0.9048991203308105, -0.1942962110042572, 0.2766869068145752, -0.02973184548318386, 0.8331249952316284, 0.5835846662521362]"
5447,"[1.553812026977539, -0.8844091892242432, -0.23793640732765198, 0.014576620422303677, -0.3834647238254547, -0.28361776471138, -0.09839101135730743, -0.5465136766433716, -0.35815465450286865, 1.0419951677322388]"
5477,"[0.40990936756134033, 0.3584330081939697, 1.492735505104065, 0.5090937614440918, -0.27893710136413574, 0.79652339220047, 0.5189735293388367, 0.10668900609016418, 1.0139245986938477, -1.9552607536315918]"
5497,"[0.5922226905822754, 0.5368569493293762, -0.7083699703216553, 0.0038915907498449087, 0.6066377758979797, 0.0748743787407875, 0.054060690104961395, -1.1244066953659058, 0.2128748595714569, -0.31151315569877625]"
5507,"[-2.158123254776001, -0.9151507019996643, -0.8706050515174866, -0.5265055894851685, 1.0842846632003784, -1.2292695045471191, 0.4825963079929352, -0.6096344590187073, 0.30373111367225647, -1.3698890209197998]"
5577,"[1.6650751829147339, -1.0191165208816528, 0.27187758684158325, 0.9943744540214539, 1.1852245330810547, -0.5701984763145447, -0.026651982218027115, -0.9095593690872192, -2.6132490634918213, 1.6022554636001587]"
5617,"[0.4162103831768036, -1.6829177141189575, -2.2367138862609863, 1.4742225408554077, 0.8903516530990601, 0.10431727766990662, -0.03812142834067345, 0.45882532000541687, 1.0577447414398193, 0.686040997505188]"
5637,"[-1.0973552465438843, 0.9097046256065369, -0.21216577291488647, 0.3114185333251953, -0.4161796271800995, 0.02282792143523693, -0.6930651068687439, -0.053446993231773376, 0.03000371716916561, 0.30391013622283936]"
5667,"[-1.9993772506713867, 0.2750208079814911, -0.9860344529151917, -0.17465098202228546, 0.6122102737426758, 0.6789332628250122, -0.11300194263458252, 0.3330143690109253, 0.8627762198448181, 0.8360143899917603]"
5747,"[-0.5939092636108398, 1.4474103450775146, 0.5785848498344421, 1.34475576877594, 0.9257118105888367, -0.30812352895736694, 1.4816908836364746, 0.6666771769523621, 0.6026885509490967, -0.14251111447811127]"
5777,"[0.14529776573181152, 0.8187876343727112, -0.5173537731170654, 0.9072681069374084, -1.814410924911499, 0.86692214012146, -0.23169435560703278, 0.5070638656616211, 0.5959120988845825, -0.09133496135473251]"
5797,"[-0.7303597927093506, -0.571826159954071, 0.8553329706192017, -0.7779434323310852, -0.050364285707473755, 0.048700809478759766, 1.0508146286010742, 1.3436723947525024, 1.324002981185913, -1.2337504625320435]"
5867,"[0.12323250621557236, 1.3594592809677124, 0.5853957533836365, -0.46372056007385254, 0.6155276894569397, 0.04479028657078743, -0.8067642450332642, -0.12781216204166412, 0.8175581693649292, 0.3619242310523987]"
5927,"[0.3056025803089142, 0.014129922725260258, 1.1588414907455444, -0.49587422609329224, -0.1664808988571167, 0.9742528200149536, 0.32289746403694153, -0.6841312050819397, -0.049046650528907776, -1.7473920583724976]"
5947,"[0.2797805368900299, 0.6324979662895203, -0.552868127822876, -0.8411499261856079, -0.6821449398994446, 0.2718471884727478, 0.16239415109157562, 0.274087131023407, -0.04566342756152153, 2.099566698074341]"
5957,"[-0.31344160437583923, 0.5325115323066711, -0.7167768478393555, 0.22575809061527252, 2.0825693607330322, -0.48389720916748047, 1.4127153158187866, 0.7832109332084656, -1.9773489236831665, -1.1391923427581787]"
6077,"[0.3319888710975647, -0.34250983595848083, 0.6394413113594055, -0.3702999949455261, -1.085066556930542, 0.024717921391129494, 0.28663164377212524, -0.007816347293555737, 0.45817622542381287, 0.8247847557067871]"
6157,"[0.5467777252197266, -0.3191429376602173, -0.37944668531417847, -0.557945191860199, 0.36093229055404663, -0.5940899848937988, -0.5682550072669983, 0.7205941081047058, 0.2748105525970459, 0.5738445520401001]"
6247,"[-1.0621838569641113, -0.9400373101234436, 0.3826538324356079, -0.13458256423473358, -1.1159543991088867, 0.9859431385993958, -1.9822144508361816, 0.024147817865014076, -1.6348577737808228, -0.12458030879497528]"
6287,"[-0.5118460059165955, 2.421670913696289, -0.9724088311195374, 0.5289303064346313, -0.6650128364562988, 0.9901145100593567, -0.7172022461891174, -0.15351811051368713, -1.1842987537384033, -1.5433659553527832]"
6297,"[-0.4729630649089813, 1.0339810848236084, -1.3891359567642212, 1.1929166316986084, -2.044637680053711, -0.09740527719259262, -1.5834596157073975, 0.3196616768836975, -0.09636250138282776, 0.039756570011377335]"
6327,"[-0.46254873275756836, 0.22721193730831146, 1.0901228189468384, 0.322829008102417, -0.3785213232040405, 2.436955690383911, -0.10425259172916412, -0.060917992144823074, -0.4101255238056183, 0.7509493827819824]"
6367,"[0.08281602710485458, 0.9811437129974365, -0.4450136125087738, 0.30638575553894043, -0.6074367761611938, 0.5731089115142822, -0.7982164621353149, -1.9785791635513306, -0.06816001981496811, -2.1467902660369873]"
6377,"[0.5552477240562439, -0.8153867125511169, 1.0173686742782593, 0.9287041425704956, -1.8574466705322266, 0.1877317726612091, -0.15020065009593964, 1.4987399578094482, 1.7429243326187134, 0.9729233384132385]"
6467,"[-0.7708789706230164, 0.37154319882392883, -0.4645693302154541, -0.05059594660997391, 1.3571540117263794, -0.6676785349845886, 1.0722063779830933, -0.8323408961296082, -1.1226695775985718, 2.7096400260925293]"
6527,"[0.6575388312339783, 0.22304682433605194, 0.6443965435028076, -0.45479142665863037, -0.24496226012706757, -0.6540864706039429, 1.0793291330337524, 1.7871372699737549, -0.3066084384918213, 0.4362013339996338]"
6537,"[0.18450336158275604, -1.291317343711853, -0.07888965308666229, -1.7573031187057495, -0.4425111711025238, -0.20997175574302673, -0.11840411275625229, 0.6571291089057922, -1.9142699241638184, 0.40617749094963074]"
6567,"[2.3387346267700195, 0.5640512704849243, 0.3572121858596802, -0.4648348093032837, 2.3393654823303223, 0.171295166015625, 0.7313896417617798, 1.023213505744934, 0.05343911796808243, 0.7315744757652283]"
6577,"[-0.5200577974319458, 1.3290215730667114, 0.46348050236701965, 0.9498993754386902, -0.4343012869358063, 0.15274497866630554, -0.6328142285346985, 0.021683281287550926, -0.2812206745147705, -0.7538875341415405]"
6587,"[0.502230167388916, 0.3265937864780426, 0.02238514833152294, 0.0162466112524271, -0.1020612120628357, 0.1041049212217331, 0.2642950117588043, -0.0486164391040802, 0.2248075157403946, 0.04746357724070549]"
6617,"[-0.5900270938873291, 0.2980732321739197, -0.7976582646369934, 0.7709017395973206, -2.3100528717041016, -0.5005202889442444, -0.5876871943473816, 0.7385087013244629, -0.2536783218383789, 0.5167310237884521]"
6707,"[0.11589962989091873, 0.24267682433128357, 0.2885720133781433, 0.3494330942630768, 1.0347837209701538, 0.2856921851634979, -0.33042237162590027, 0.16703514754772186, 0.2320808470249176, 0.1716221272945404]"
6727,"[0.16392125189304352, -0.17463870346546173, -0.3142988979816437, 0.25973498821258545, -1.2788877487182617, -1.9427958726882935, 0.7088598608970642, -0.9269039630889893, -0.7934423685073853, -0.9114521145820618]"
6777,"[0.43528905510902405, 0.10007867217063904, -0.38343390822410583, -0.1308409422636032, 1.4128137826919556, -0.9491090178489685, 0.2185383439064026, -1.0768771171569824, 1.6144682168960571, 1.1639450788497925]"
6787,"[0.8495450019836426, -0.9894921183586121, -1.3275943994522095, -0.47664815187454224, 2.8260817527770996, 0.1720108985900879, -2.7319679260253906, 1.673309564590454, 0.19323453307151794, 1.691419005393982]"
6807,"[0.869799792766571, -0.31517353653907776, -1.1576611995697021, -0.46032702922821045, -0.37950631976127625, 0.5835549235343933, -0.3469090461730957, -2.869407892227173, -2.0701558589935303, 2.3058438301086426]"
6827,"[0.3642382323741913, 0.999419093132019, 0.6491888165473938, -0.6395680904388428, -0.5671185255050659, -0.0793616771697998, -0.16707125306129456, 0.4792725741863251, -0.04731665924191475, 0.5488815903663635]"
6857,"[0.5645097494125366, 0.870185911655426, -0.11577426642179489, -3.194113254547119, 1.7548493146896362, 1.3500330448150635, 1.0505008697509766, -2.324317216873169, 0.07506343722343445, 0.8317688703536987]"
6867,"[-3.0240867137908936, 1.0324482917785645, -0.7161387205123901, 0.23389799892902374, -1.573758840560913, 1.4728137254714966, 0.9987536668777466, -0.8652611374855042, 0.3702607750892639, 0.9997907876968384]"
6887,"[0.9982390403747559, 0.26956698298454285, -0.378044456243515, 0.6649207472801208, -0.8854546546936035, -1.673559308052063, -1.3997372388839722, -0.46027323603630066, -0.6607949733734131, -0.7349292635917664]"
6947,"[-1.6736983060836792, 0.6079180240631104, 2.087080955505371, 1.2928565740585327, -0.7095553278923035, -1.2502671480178833, 1.3291661739349365, 1.624542474746704, -0.7409237027168274, 1.322650671005249]"
6957,"[0.08683335036039352, -1.6328115463256836, -2.925726890563965, 0.7828452587127686, 0.027682403102517128, -1.9488886594772339, -2.117807626724243, 0.727876603603363, 0.2517843544483185, 0.5431206226348877]"
7007,"[0.9740726351737976, -0.036426469683647156, -0.4088937044143677, 1.6984539031982422, 2.006462812423706, 0.0907992273569107, -1.7819608449935913, -0.8288951516151428, -1.1874206066131592, 0.47976332902908325]"
7017,"[0.07867522537708282, -0.16179029643535614, -0.148556187748909, -0.7597436308860779, -0.6419166326522827, 0.00673358328640461, 0.34035322070121765, 0.4980233311653137, -0.3742750883102417, -0.6294189095497131]"
7027,"[0.18688803911209106, -0.5700156092643738, -0.43656548857688904, 0.010403860360383987, -1.1486804485321045, 0.6977983117103577, -2.2918033599853516, -0.16170620918273926, 1.6237353086471558, 0.8813977837562561]"
7067,"[-0.6904276013374329, 0.80546635389328, -0.9362777471542358, -1.1912860870361328, 0.05050400644540787, 0.17410360276699066, 0.8160548806190491, 0.4099574387073517, -0.30029675364494324, -0.30309632420539856]"
7107,"[-0.5499640703201294, -0.23563875257968903, 1.5218433141708374, -0.6626302599906921, -0.8646324276924133, -0.18796978890895844, 1.424257755279541, -1.3060932159423828, -0.48496922850608826, 1.6620904207229614]"
7137,"[-0.26720574498176575, 0.5751699805259705, -0.36242371797561646, -1.8357282876968384, 2.627009868621826, 1.4928985834121704, -0.08426254242658615, 0.7881754040718079, -0.9113019704818726, 0.7215648293495178]"
7147,"[0.07983994483947754, -3.181708812713623, 1.4203191995620728, -1.632163643836975, -0.9210888147354126, -0.6060360074043274, -1.1345607042312622, -0.4196239411830902, -0.8153784275054932, 0.321391761302948]"
7217,"[-0.5495908260345459, 0.1778453141450882, 1.3924338817596436, -0.9033728241920471, 1.2033027410507202, -1.2507543563842773, -0.7231729030609131, 0.33638572692871094, 0.8996118307113647, 0.9167921543121338]"
7317,"[2.291383743286133, -1.15089750289917, 0.5860236287117004, 1.08573317527771, -0.5117074251174927, 0.25271496176719666, -0.7870180606842041, 2.022390604019165, 0.1828392595052719, 1.278134822845459]"
7347,"[1.3305381536483765, -0.052344098687171936, 2.0880985260009766, -0.08866381645202637, 1.7776269912719727, -0.1821153461933136, 3.0030996799468994, 0.4000471532344818, 0.7729308009147644, 1.6998087167739868]"
7367,"[-1.3949564695358276, 0.7518652677536011, -1.130941390991211, -0.6858366131782532, 0.5067101120948792, 1.7272745370864868, -0.5817530751228333, 0.9704942107200623, -0.41532188653945923, -0.22353190183639526]"
7387,"[0.778251051902771, -0.904586911201477, -0.03865765035152435, -2.460435628890991, 1.6485823392868042, 1.1629788875579834, 0.3746650218963623, -0.6449166536331177, 1.8608779907226562, 0.25524231791496277]"
7397,"[-1.0527907609939575, -0.44570234417915344, -0.7610703706741333, 0.12017492949962616, -0.07286160439252853, 0.0066855959594249725, -0.08087535202503204, -0.5657570958137512, 0.19015182554721832, 0.7041879296302795]"
7757,"[0.6272491812705994, 0.5574272274971008, 0.23230572044849396, 0.8467575311660767, -0.8064404129981995, 0.16444812715053558, -1.5635708570480347, 0.5120700001716614, -0.7236064076423645, -0.581127405166626]"
7767,"[-0.19771194458007812, 1.2788705825805664, 1.2780369520187378, 0.341216504573822, -0.410857617855072, 0.8261414766311646, -1.4069229364395142, 0.7106649875640869, 0.3761729598045349, -0.6811556220054626]"
7827,"[-0.3478464186191559, 0.7740978598594666, 1.2937426567077637, -0.8433367013931274, 0.40687140822410583, 1.1405874490737915, -1.050785779953003, -0.39491182565689087, -0.41417527198791504, 0.48142731189727783]"
7847,"[1.870746374130249, -0.6470242738723755, -1.0579131841659546, 0.32871848344802856, -1.4238150119781494, -1.4239795207977295, -0.7049330472946167, 0.26682567596435547, 0.04391448572278023, -1.0483453273773193]"
8117,"[0.16973137855529785, -1.943060040473938, 0.7491915225982666, 0.4204699397087097, 1.1440644264221191, -0.24516062438488007, -1.0068062543869019, -0.3004204332828522, -0.8559236526489258, 0.799390435218811]"
8207,"[-1.2624338865280151, -1.9388792514801025, -0.035464994609355927, 0.2734183073043823, 0.1253751963376999, -1.5870572328567505, 0.8519615530967712, 2.1324968338012695, 1.0304884910583496, 0.32277336716651917]"
8337,"[1.4203553199768066, 0.31737396121025085, -1.3573557138442993, 0.1460530310869217, -1.3471570014953613, 1.8426456451416016, -1.0732107162475586, -0.9549393653869629, 0.5648545026779175, 0.6224489808082581]"
8367,"[-0.003514479612931609, -1.383232831954956, 0.05847037211060524, 0.889534592628479, 0.41713783144950867, -1.2510993480682373, -0.17495964467525482, -0.28964245319366455, -0.30068421363830566, 0.14883634448051453]"
8507,"[0.9985417723655701, -0.27707964181900024, 0.5288889408111572, 0.3981297016143799, 0.001822399441152811, -1.8756012916564941, 0.32152825593948364, 0.6595560908317566, 0.24496103823184967, -0.7789356112480164]"
8807,"[1.2302688360214233, -0.3757668137550354, 0.48596054315567017, 0.5264997482299805, 2.1313416957855225, 0.014876575209200382, -0.04436875879764557, -0.30236661434173584, 1.181551218032837, -2.6250603199005127]"
8827,"[2.1070809364318848, 0.5739025473594666, -0.9863754510879517, 0.3524228632450104, 0.9266167283058167, 0.9691480994224548, 0.5903944373130798, -1.5310578346252441, 0.4216240644454956, -1.045785903930664]"
8907,"[-0.12154920399188995, 0.6164413690567017, -1.0406463146209717, -0.06449981033802032, -1.8124747276306152, 1.2167242765426636, -0.11522942781448364, 1.526822566986084, -0.0955628827214241, 0.5624001026153564]"
8917,"[-0.3354833424091339, -0.19697342813014984, -1.4348500967025757, 0.5181140303611755, -2.0347087383270264, 1.5596084594726562, 1.342352271080017, 0.11357332020998001, 1.9054268598556519, -0.5055636167526245]"
8927,"[0.39316698908805847, 0.9413741827011108, 0.07189390808343887, 0.8802710771560669, 0.924763560295105, 0.19998401403427124, 0.07352694869041443, -0.7111173868179321, -1.639250636100769, 0.5664677619934082]"
